datetime,content
[datetime]: 2025-04-26 08:24:57,[content]: 【超千家A股公司披露一季报 六成实现增长 民企尤为亮眼】 据记者统计，截至4月25日，已有1000多家上市公司披露一季报，约六成公司实现净利润同比增长，更有百余家公司净利润同比增幅超过100%。值得关注的是，目前一季报“报喜”的公司中，民营企业的整体数量、业绩增幅均表现亮眼。其中，比亚迪、宁德时代、金山办公、歌尔股份、东鹏饮料等细分产业龙头以稳健的姿态跑出2025年“开门红”。梳理业绩增长动因发现，消费市场带来的强劲需求，进而拉动上市公司相关产品销售的增长，成为上市公司内生增长的新动力。（上海证券报）
[datetime]: 2025-04-26 08:24:54,[content]: 【欧洲为首的外国投资者3月初以来抛售630亿美元美股，高盛：这还不足为虑】 自3月初以来，外国投资者已悄悄撤出630亿美元美国股市，高盛表示，最大的卖家在欧洲。尽管其他地区稳步买入，但这种撤资行为令人担忧。原因何在？因为到2025年，外国投资者持有的美国股市总份额将达到创纪录的18%。这可不是一笔小数目——这种风险敞口，即使稍微逆转，也可能撼动整个股市的估值。高盛的查韦斯（Daniel Chavez）和他的团队目前还没有称之为恐慌，但他们正在关注。 从历史上看，自1980年以来，股市曾出现过10次类似的抛售，每次抛售都相当于总市值的0.6%（目前约为3000亿美元）。与这些相比，最新一波抛售持续时间更短，也更温和。但时机至关重要。此次抛售恰逢投资者质疑美联储的下一步举措以及人工智能推动的股市反弹是否已经过头之际。不过，历史经验却给人一种奇特的安慰。过去10次外国投资者抛售美国股票时，有7次市场实际上出现了反弹。特斯拉和英伟达等科技股仍在乘着结构性增长浪潮，即使海外资金撤离，它们也可能继续吸引本土资本。真正的问题是：此次抛售标志着更深层次全球股市轮动的开始，还是仅仅是外国资本回归前的短暂休止？
[datetime]: 2025-04-26 08:24:54,[content]: 【欧洲为首的外国投资者3月初以来抛售630亿美元美股，高盛：这还不足为虑】 自3月初以来，外国投资者已悄悄撤出630亿美元美国股市，高盛表示，最大的卖家在欧洲。尽管其他地区稳步买入，但这种撤资行为令人担忧。原因何在？因为到2025年，外国投资者持有的美国股市总份额将达到创纪录的18%。这可不是一笔小数目——这种风险敞口，即使稍微逆转，也可能撼动整个股市的估值。高盛的查韦斯（Daniel Chavez）和他的团队目前还没有称之为恐慌，但他们正在关注。 从历史上看，自1980年以来，股市曾出现过10次类似的抛售，每次抛售都相当于总市值的0.6%（目前约为3000亿美元）。与这些相比，最新一波抛售持续时间更短，也更温和。但时机至关重要。此次抛售恰逢投资者质疑美联储的下一步举措以及人工智能推动的股市反弹是否已经过头之际。不过，历史经验却给人一种奇特的安慰。过去10次外国投资者抛售美国股票时，有7次市场实际上出现了反弹。特斯拉和英伟达等科技股仍在乘着结构性增长浪潮，即使海外资金撤离，它们也可能继续吸引本土资本。真正的问题是：此次抛售标志着更深层次全球股市轮动的开始，还是仅仅是外国资本回归前的短暂休止？
[datetime]: 2025-04-26 08:24:54,[content]: 【欧洲为首的外国投资者3月初以来抛售630亿美元美股，高盛：这还不足为虑】 自3月初以来，外国投资者已悄悄撤出630亿美元美国股市，高盛表示，最大的卖家在欧洲。尽管其他地区稳步买入，但这种撤资行为令人担忧。原因何在？因为到2025年，外国投资者持有的美国股市总份额将达到创纪录的18%。这可不是一笔小数目——这种风险敞口，即使稍微逆转，也可能撼动整个股市的估值。高盛的查韦斯（Daniel Chavez）和他的团队目前还没有称之为恐慌，但他们正在关注。 从历史上看，自1980年以来，股市曾出现过10次类似的抛售，每次抛售都相当于总市值的0.6%（目前约为3000亿美元）。与这些相比，最新一波抛售持续时间更短，也更温和。但时机至关重要。此次抛售恰逢投资者质疑美联储的下一步举措以及人工智能推动的股市反弹是否已经过头之际。不过，历史经验却给人一种奇特的安慰。过去10次外国投资者抛售美国股票时，有7次市场实际上出现了反弹。特斯拉和英伟达等科技股仍在乘着结构性增长浪潮，即使海外资金撤离，它们也可能继续吸引本土资本。真正的问题是：此次抛售标志着更深层次全球股市轮动的开始，还是仅仅是外国资本回归前的短暂休止？
[datetime]: 2025-04-26 08:22:23,[content]: 【深交所组织11家深市优质公司赴港路演，外资机构：A股展现显著相对优势】 记者获悉，4月24日，深交所组织11家深市优质上市公司代表前往香港，与近30家国际投资机构进行面对面交流。这11家公司来自智能制造、新能源、高端消费、生物医药、人工智能等领域。外资机构普遍表示，今年以来，中国经济涌现出一批现象级的科技亮点，不同领域的新动能正在积蓄壮大，A股优质上市公司代表了中国经济发展潜力，在当前全球经济不确定性增加的背景下，成为颇具价值的投资标的。（上证报）
[datetime]: 2025-04-26 08:19:43,[content]: 【人形机器人成车展“新宠”，两大产业链“你中有我”】 在2025上海车展上，人形机器人存在感十足。宇树科技、智元机器人的产品成为多家车企、电池企业的“编外员工”，在现场做起了导购、“车模”；小鹏汽车、奇瑞集团则携带自研人形机器人亮相，担任汽车产品的“搭子”。对此，产业链人士分析称：一方面，无论是生产端还是销售端，车企均有适合人形机器人落地的场景，是人形机器人本体厂商的“大客户”；另一方面，汽车硬件制造、智能驾驶所需的人工智能技术，与人形机器人的软硬件高度重合，车企造人形机器人可谓自带“入场券”。（上海证券报）
[datetime]: 2025-04-26 08:19:03,[content]: 【中央气象台：江南华南多降水过程】4月26日，中央气象台预计，26日至27日，江南、华南及贵州、重庆南部等地有中到大雨，局地暴雨或大暴雨，并伴有短时强降水、雷暴大风等强对流天气。30日前后，西南地区东部、华南西部等地有中到大雨，局地暴雨，并伴有短时强降水、雷暴大风等强对流天气。26日至29日，青海大部、川西高原、西藏东部、云南西北部等地多雨雪天气，高海拔山区局地有大到暴雪；此外，26日至27日，西藏东南部有中到大雨。
[datetime]: 2025-04-26 08:18:26,[content]: 【上期所拟推出铸造铝合金期货和期权品种】 4月25日，上海期货交易所发布公告，就铸造铝合金期货合约、期权合约和业务细则公开征求意见。上期所表示，此次拟上市铸造铝合金期货和期权品种，旨在完善有色金属期货期权产品序列，为实体企业提供高效的价格风险管理工具，助力构建绿色低碳循环经济体系和全国统一大市场。 业内认为，铸造铝合金是全球铝产业低碳转型的重要产品。我国是铸造铝合金产业大国，推出铸造铝合金期货及期权品种，将为市场提供公开、透明的价格信号，促进我国铝产业绿色低碳发展，服务“双碳”战略。（上证报）
[datetime]: 2025-04-26 08:18:26,[content]: 【上期所拟推出铸造铝合金期货和期权品种】 4月25日，上海期货交易所发布公告，就铸造铝合金期货合约、期权合约和业务细则公开征求意见。上期所表示，此次拟上市铸造铝合金期货和期权品种，旨在完善有色金属期货期权产品序列，为实体企业提供高效的价格风险管理工具，助力构建绿色低碳循环经济体系和全国统一大市场。 业内认为，铸造铝合金是全球铝产业低碳转型的重要产品。我国是铸造铝合金产业大国，推出铸造铝合金期货及期权品种，将为市场提供公开、透明的价格信号，促进我国铝产业绿色低碳发展，服务“双碳”战略。（上证报）
[datetime]: 2025-04-26 08:16:24,[content]: 【业绩持续分化 人形机器人成汽车零部件行业“新风口”】截至4月25日晚6点，A股超180家汽车零部件企业披露2024年年报，六成企业归母净利润同比增长，其中13家企业实现翻倍以上增长；部分企业因行业竞争加剧等因素业绩有所下滑。值得注意的是，在谈及2025年发展规划时，多家汽车零部件企业将目光投向人形机器人产业，试图通过技术迁移、客户协同等优势打造“第二增长曲线”。（中证报）
[datetime]: 2025-04-26 08:15:30,[content]: 【委内瑞拉销毁15.39吨可卡因】当地时间4月25日，委内瑞拉内政、司法与和平部通报，委国家禁毒局已联合司法部门和检察机关，集中焚毁安全部队在特别行动中缴获的15.39吨可卡因。公告显示，此次行动还查获70辆汽车、2艘“半潜式潜艇”及50艘快艇，特别行动已累计缴获超过32吨可卡因。（央视新闻）
[datetime]: 2025-04-26 08:12:23,[content]: 【卸掉“包袱” 回归正轨 多家信托公司一季度实现“开门红”】 4月以来，信托公司一季度经营情况陆续披露。从数据来看，陕国投信托、华鑫信托等信托公司转型已现成效，今年一季度展现良好经营态势。与此同时，建元信托风险化解成果显著，业务逐步回归正轨。在业内人士看来，伴随着越来越多信托公司卸掉“包袱”，本源业务发展不断提速，信托业前些年“增收不增利”的经营困境有望得到改善，信托行业规模也将稳步提升，从而为实体经济注入源源不断的活水。（上海证券报）
[datetime]: 2025-04-26 08:10:41,[content]: 【韩国科学家开发锡纳米微粒复合阳极让电池充电更快】浦项科技大学与韩国能源研究所的科学家通过将锡纳米颗粒嵌入硬碳基质，开发出了一种新型复合阳极材料，为解决这一难题提供了新方案，能够显著提高锂离子和钠离子电池的充电速度与循环寿命。实验数据显示，当锂离子电池使用这种硬碳-锡纳米复合阳极时，在20分钟快速充电条件下可实现超过1500次循环寿命，且能量密度可以达到传统石墨阳极电池的1.5倍。在钠离子电池的应用中，该材料同样展现出优异的循环稳定性和更优的动力学特性。相关研究成果已发表于《ACS Nano》期刊。
[datetime]: 2025-04-26 08:10:31,[content]: 【沪深北交易所修订发布股票上市规则 推动上市公司优化内部治理】4月25日晚，沪深北交易所修订发布股票上市规则及配套规则指南。本次修订旨在深入贯彻新公司法，衔接中国证监会《上市公司信息披露管理办法》《上市公司章程指引》等上位规则，推动上市公司优化内部治理，切实保护中小投资者合法权益。业内人士认为，良好的公司治理是上市公司持续健康发展的重要保障，有利于防范公司风险、提振投资者信心。（上证报）
[datetime]: 2025-04-26 08:08:52,[content]: 【航行警告！黄海南部进行实弹射击 禁止驶入】据中国海事局网站消息，连云港海事局发布航行警告，4月26日至4月28日，每天8时至18时，黄海南部部分海域进行实弹射击，禁止驶入。
[datetime]: 2025-04-26 08:08:28,[content]: 【金融监管总局：加强对银行业金融机构高管人员任职资格管理】 金融监管总局近日发布《银行业金融机构董事（理事）和高级管理人员任职资格管理办法》，进一步加强对银行业金融机构董事（理事）和高级管理人员的监督管理，严把准入关口，进一步提升高管人员任职资格管理工作规范性、科学性。《办法》自2025年6月1日起施行。业内专家表示，近年来，在银行业改革发展中，高管人员违法违规行为时有发生。《办法》结合近年来银行业运行和监管工作实际，进一步完善银行业金融机构高管人员任职资格条件和管理规定，压实金融机构选人用人主体责任，推动高管人员恪守诚信、履职尽责、廉洁从业，促进金融机构依法合规经营和高质量发展。（上证报）
[datetime]: 2025-04-26 08:07:18,[content]: 【华林证券一季度净利润劲增87.92% 新海豚App将于年中上线】 4月25日晚间，华林证券披露2025年一季度报，该公司一季度实现营业收入3.25亿元，同比增长19.07%，实现归属于上市公司股东的净利润1.03亿元，同比增长87.92%。得益于科技金融转型战略的深化推进，以及财富管理业务的持续突破，该公司两项核心指标均实现两位数增长，延续了2024年以来的强劲发展势头。值得关注的是，作为华林证券战略转型的核心载体，全新一代海豚App已进入最后的测试优化阶段，计划于年中正式上线。其所承载的对话式财富管理等功能，有望为投资者提供更智能、更精准的决策支持，同时为金融机构优化服务效率、降低运营成本打开新空间。
[datetime]: 2025-04-26 08:07:15,[content]: 【“死神”折戟 胡塞武装连续击落美军无人机】美国媒体24日援引美军方官员的话报道，在过去6周内，美军在也门损失7架MQ-9“死神”无人机，总价值超过2亿美元。美军官员说，这显示也门胡塞武装打击无人机的能力增强。（央视新闻）
[datetime]: 2025-04-26 08:04:20,[content]: 【以军称有导弹自也门方向射向以色列领土】以色列国防军当地时间26日凌晨发布消息，称其确认有一枚导弹从也门向以色列领土发射。以军随后表示，导弹被成功拦截，未进入以色列领土。（央视新闻）
[datetime]: 2025-04-26 08:02:52,[content]:                                     【山西证券：2024年实现净利润7.12亿元，同比增长14.86%，2025年一季度实现净利润增长57.39%】 山西证券发布2024年年报，公司2024年实现营业收入31.52亿元，实现归属于上市公司股东的净利润7.12亿元，净利润同比增长14.86%。基本每股收益0.20元。公司拟向全体股东每10股派发现金红利0.50元人民币（含税）。山西证券披露2025年第一季度报告显示，报告期内，公司实现营业收入7.52亿元，同比增长19.15%；归属于上市公司股东的净利润2.50亿元，同比增长57.39%。
[datetime]: 2025-04-26 08:02:45,[content]: 【“全球+本土” 中国汽车“出海”撬动全球市场】记者在2025上海车展现场注意到，中国汽车企业在用创新引领产业发展的同时，走向国际的步伐也丝毫没有停歇，并且还以更加积极的态度和策略走得更加稳健。本届车展，上汽集团正式发布海外3.0战略，也就是“全球+本土”的组合战略。截至2024年年末，上汽在海外市场累计交付超过550万辆。（央视新闻）
[datetime]: 2025-04-26 08:01:28,[content]: 【公募基金经理突破4000人：“造星时代”落幕，新生代登上舞台】Choice数据显示，公募基金经理总人数已突破4000人。新生代基金经理正在加速入场，而部分资深基金经理，因业绩欠佳黯然去职。从行业发展态势看，留给业绩欠佳者的时间不多了。与此同时，公募“造星时代”逐渐远去，当前业内强化“平台型、团队制、一体化、多策略”投研体系建设，逐步培育新人。（上证报）
[datetime]: 2025-04-26 08:01:09,[content]: 美国财政部：美国财长贝森特周四与印度尼西亚财长举行会谈，称赞印度尼西亚在开启与美国的贸易磋商方面取得了积极的进展，并强调了美国希望与印度尼西亚在有关互惠贸易及多边机构事务方面展开合作的意愿。
[datetime]: 2025-04-26 08:01:09,[content]: 美国财政部：美国财长贝森特周四与印度尼西亚财长举行会谈，称赞印度尼西亚在开启与美国的贸易磋商方面取得了积极的进展，并强调了美国希望与印度尼西亚在有关互惠贸易及多边机构事务方面展开合作的意愿。
[datetime]: 2025-04-26 08:00:52,[content]: 【万能险时隔9年再迎监管新规 首次允许调整最低保证利率】 自2016年被从严整改后，时隔9年，万能险业务再迎监管新规。金融监管总局近日印发《关于加强万能型人身保险监管有关事项的通知》，允许万能险产品调整最低保证利率，强化万能险资金集中度监管和非标投资监管，从制度上针对性治理万能险账户运作不规范、个别公司资金运用较为激进等突出问题，进一步规范万能险市场秩序，促进万能险持续健康发展。业内专家表示，作为一类浮动收益型产品，万能险业务有利于险企应对利差损风险。《通知》进一步规范万能险业务，将推动人身险公司在新规下更好地发展万能险业务，有利于险企优化业务结构，更好地进行负债成本管理。（上海证券报）
[datetime]: 2025-04-26 08:00:51,[content]: 【满足五一出游需求 航空公司开通、复航多条国内国际航线】 五一假期即将来临。根据网络平台数据分析，2025年“五一”假期的旅行热度可能将达到2023年以来“五一”假期的峰值，出行高峰预计出现在假期前两天。“五一”假期市场将呈现本异地市场供需两旺、品质休闲度假趋势走强等特征。鉴于公众探亲、出游热度预计较去年会有大幅度增加，国航，南航等多家公司表示，将在假期新开多条国内航线，复航多条国际航线，满足大家的五一出行需求，并提前布局暑期市场。（央视新闻）
[datetime]: 2025-04-26 08:00:51,[content]: 【满足五一出游需求 航空公司开通、复航多条国内国际航线】 五一假期即将来临。根据网络平台数据分析，2025年“五一”假期的旅行热度可能将达到2023年以来“五一”假期的峰值，出行高峰预计出现在假期前两天。“五一”假期市场将呈现本异地市场供需两旺、品质休闲度假趋势走强等特征。鉴于公众探亲、出游热度预计较去年会有大幅度增加，国航，南航等多家公司表示，将在假期新开多条国内航线，复航多条国际航线，满足大家的五一出行需求，并提前布局暑期市场。（央视新闻）
[datetime]: 2025-04-26 08:00:19,[content]: 全球最大黄金ETF--SPDR Gold Trust持仓较前一个交易日减少2.29吨，当前持仓量为946.27吨。全球最大白银ETF--iShares Silver Trust持仓较上日减少4.25吨，当前持仓量为13956.01吨。
[datetime]: 2025-04-26 07:57:12,[content]:                                     【迪阿股份：2024年经营性现金流同比增长超750%，渠道升级成效显著】 4月26日，迪阿股份发布2024年及2025年第一季度业绩报告。在行业周期调整下，公司持续强化品牌建设，2024年实现营业收入14.8亿元，其中线上自建平台营业收入同比增长超80%；经营性现金流净额3.2亿元，同比增长755%，2024年年末公司在手现金及现金等价物、理财产品约62.11亿元，现金流充裕稳健。
[datetime]: 2025-04-26 07:57:11,[content]: 【载人eVTOL商业化在即 高性能动力电池配套成关键】 近期，亿航智能旗下广东亿航通用航空有限公司及其合资企业合肥合翼航空有限公司，获得中国民航局颁发的全国第一批载人类民用无人驾驶航空器运营合格证（OC），低空飞行“载人时代”开启。作为电动垂直起降飞行器（eVTOL）的核心供应商，动力电池企业积极拥抱低空经济蓝海，成为推动eVTOL商业化的关键力量。不过，在多数受访人士看来，现阶段电池的综合性能距离市场需求仍有差距，在一定程度上影响了eVTOL应用场景的拓宽。如何在安全可靠的前提下让eVTOL飞得更远，尚有系列问题待解。从主流厂商的布局来看，加快半固态、固态电池的研发及产业化进程、匹配超快充网络，同时深度绑定头部企业成为共识。
[datetime]: 2025-04-26 07:55:18,[content]: 美国财政部：贝森特和日本财务大臣加藤胜信也确认，他们打算继续就汇率相关问题进行正在开展的密切磋商。
[datetime]: 2025-04-26 07:55:01,[content]: 美国财政部：贝森特与日本大臣就广泛的双边问题（包括互惠贸易）进行了富有成效的讨论，对两国在双边贸易谈判中取得的良好开端表示欢迎。
[datetime]: 2025-04-26 07:55:01,[content]: 美国财政部：贝森特与日本大臣就广泛的双边问题（包括互惠贸易）进行了富有成效的讨论，对两国在双边贸易谈判中取得的良好开端表示欢迎。
[datetime]: 2025-04-26 07:53:24,[content]: 【一季度开局良好 近九成省份提速发展】 2025年一季度，全国经济呈现稳中向好态势，近九成省份经济同比增速较去年全年加快，经济增长稳中向好省份覆盖面进一步扩大。从区域看，东部十省份发挥关键支撑作用，引领产业升级与国际竞争；中部地区经济恢复态势强劲，产业升级与外贸驱动成效显著。与此同时，“两重”“两新”政策效应持续释放，多省份工业投资两位数增长，重点领域支撑有力。展望二季度，接受证券时报记者采访的专家认为，专项债发行提速与重大项目开工将为经济稳定运行提供支撑，不过稳就业等政策需加力推进，以巩固经济向好局面。
[datetime]: 2025-04-26 07:52:32,[content]: 【我国网络迈入千兆普及、万兆试点新阶段】工业和信息化部相关负责人昨天（25日）在广西南宁举行的“光华杯”千兆光网应用创新大赛上透露，目前，全国千兆城市已经超过200个，覆盖近三分之二地级市。工业和信息化部信息通信发展司副司长赵策表示，工业和信息化部将持续推进城市地区千兆光网覆盖，按需推进千兆光网向乡镇、农村延伸，促进区域协调均衡发展。加速推进千兆光网在智能制造、智慧交通、能源、文旅等垂直行业领域的应用深度。同时，要有序开展万兆光网试点，加快解决万兆光网落地应用的重点难点问题，促进构建万兆光网成熟产业链和完备产业体系。
[datetime]: 2025-04-26 07:50:34,[content]: 【中国代表：美方做法违反外交礼节】 当地时间4月25日，中国常驻联合国副代表耿爽在联合国东道国关系委员会会议上发言指出，一段时间以来，美国频繁对特定国家的外交人员拒发签证、限制旅行自由，严重影响有关国家正常有效参与联合国工作，敦促美方积极履行东道国义务。耿爽指出，美方做法违反外交礼节。美国作为联合国东道国，肩负国际社会的信任与重托，本应履职尽责，一视同仁地为各国参加联合国会议做好服务，但却出于一己之私，不断在签证和旅行自由等问题上对特定国家设定限制、制造麻烦。这种无视并拒绝外交人员基本权利的做法，是对他国外交官的不尊重，也完全不符合东道国应有的“待客之道”。（央视）
[datetime]: 2025-04-26 07:47:16,[content]: 以色列军方称有导弹从也门发射到以色列领土，正在努力进行拦截。
[datetime]: 2025-04-26 07:46:30,[content]: 【北京今天最高气温将升至27℃ 傍晚到夜间西部南部有分散雷雨】北京今天（4月26日）晴转多云，傍晚到前半夜西部、南部有分散性雷阵雨，阵风6至7级。明后天，北京天气晴间多云，气温起伏不大。昨天，北京天气晴间多云，南郊观象台白天最高气温为23.4℃，白天体感较为舒适。今天，北京气温上升，傍晚到夜间部分地区有分散雷雨。北京市气象台今晨6时发布天气预报，预计， 今天白天晴转多云，傍晚西部南部有分散性雷阵雨，北转南风三级左右，阵风六级左右，最高气温27℃；夜间西部南部有分散性雷阵雨转晴，南转北风三四级，阵风六七级，最低气温14℃。明后天，北京天气以晴间多云为主，最高气温25至28℃，最低气温12℃。气象部门提醒，今天傍晚到前半夜，北京西部、南部有分散性雷阵雨，伴有短时大风，公众请关注临近预警信息，及时做好防范措施。
[datetime]: 2025-04-26 07:45:55,[content]: 【联合国机构：自10日以来苏丹北达尔富尔州超480名平民被打死】当地时间25日，联合国人权事务高级专员办公室发表声明称，随着苏丹快速支援部队加大对苏丹西部北达尔富尔州首府法希尔市及周边难民营的攻势，平民伤亡、人道援助人员遭袭以及性暴力事件正不断上升。声明指出，4月20日至24日期间，至少有129名平民在法希尔市、乌姆卡达达地区和阿布舒克难民营被打死。联合国人权事务高级专员办公室确认，自4月10日以来，北达尔富尔州已有至少481名平民被打死，但实际数字可能远高于此。声明表示，随着苏丹武装冲突进入第三年，尤其是北达尔富尔州的情况正持续恶化。联合国人权事务高级专员图尔克表示，不断上升的平民伤亡人数以及有关大规模性暴力的报告“令人震惊”。他还对人道援助人员和医护人员持续遭袭深表关切，称这些行为不仅违反国际法，也加剧了本已极其有限的医疗服务的触达。图尔克呼吁冲突双方立即停止一切人权侵犯与暴行，尊重国际人道法和人权法，结束这场毫无意义的战争。（央视新闻）
[datetime]: 2025-04-26 07:43:26,[content]: 【美国联邦贸易委员会向员工提供经济激励 鼓励离职】当地时间4月25日，据一封内部邮件显示，美国联邦贸易委员会（FTC）当天向员工提供经济激励措施，鼓励其主动离职。但若个别员工的离职可能影响该机构在消费者保护和反垄断执法方面的工作，其申请可能会被拒绝。邮件指出，离职申请获准的员工自5月23日起可停止工作，薪资将发放至9月30日。除此次自愿离职方案外，FTC还向符合条件的员工提供提前退休和买断选项。FTC发言人对此拒绝置评。（央视新闻）
[datetime]: 2025-04-26 07:43:26,[content]: 【美国联邦贸易委员会向员工提供经济激励 鼓励离职】当地时间4月25日，据一封内部邮件显示，美国联邦贸易委员会（FTC）当天向员工提供经济激励措施，鼓励其主动离职。但若个别员工的离职可能影响该机构在消费者保护和反垄断执法方面的工作，其申请可能会被拒绝。邮件指出，离职申请获准的员工自5月23日起可停止工作，薪资将发放至9月30日。除此次自愿离职方案外，FTC还向符合条件的员工提供提前退休和买断选项。FTC发言人对此拒绝置评。（央视新闻）
[datetime]: 2025-04-26 07:42:23,[content]: 【耶鲁校友警告财长贝森特，他有可能让美国陷入“法西斯主义”的泥潭】 美国财政部长贝森特收到一封来自耶鲁大学校友们的信函，他们在信中敦促贝森特重新审视自己在“推动特朗普政府将美国转变为威权国家”中所扮演的角色。超过130名耶鲁大学1984届毕业生在线上签名致贝森特的公开信。这封信表达了对特斯拉CEO兼政府效率部（DOGE）“顾问”马斯克在特朗普政府中扮演角色的关切，并表达了对关税、特朗普表情包以及移民执法政策的担忧。 签名者包括律师、首席执行官、记者、剧作家、牧师、大学教授、农民和社会工作者。贝森特在给CNBC的一份声明中表示：“能够成为特朗普政府的一员，为美国人民服务，是我毕生的荣幸。”
[datetime]: 2025-04-26 07:40:36,[content]: 美国财政部：贝森特周四会见了亚洲开发银行行长。
[datetime]: 2025-04-26 07:40:36,[content]: 美国财政部：贝森特周四会见了亚洲开发银行行长。
[datetime]: 2025-04-26 07:37:25,[content]: 【黄金ETF资金流出，表明金价涨势正在减弱】 本周早些时候，投资者从SPDR黄金股票ETF（SPDR Gold Shares ETF）撤出12.7亿美元，创2011年以来的最大单日资金流出量。与此同时，金价触及3500美元上方的历史高点，这表明可能存在一些获利回吐的因素。2011年，类似的资金流出恰逢黄金上一次超级周期峰值，标志着黄金进入了长期盘整期，直到2020年才得以突破。但这并不能保证这将成为一个转折点。正如Sungwoo Park之前指出的那样，仍有许多利好因素在发挥作用，包括贸易不确定性、避险需求、央行需求以及华尔街对现货金价进一步走高的呼声。但暗流涌动的模式至少引发了一个问题：我们今年看到的持续上涨行情是否正出现疲态。
[datetime]: 2025-04-26 07:36:55,[content]: 美国财政部：美国和韩国官员同意进一步展开讨论，包括就货币政策进行讨论。
[datetime]: 2025-04-26 07:36:55,[content]: 美国财政部：美国和韩国官员同意进一步展开讨论，包括就货币政策进行讨论。
[datetime]: 2025-04-26 07:36:28,[content]: 美国财政部：贝森特于周四会见了意大利经济和财政部长。
[datetime]: 2025-04-26 07:36:28,[content]: 美国财政部：贝森特于周四会见了意大利经济和财政部长。
[datetime]: 2025-04-26 07:34:33,[content]: 【俄外交部：有理由相信乌情报部门涉嫌俄中将谋杀案】俄罗斯外交部发言人扎哈罗娃表示，有理由相信，乌克兰情报部门参与了谋杀俄罗斯武装力量总参谋部作战总局副局长莫斯卡利克中将的策划。
[datetime]: 2025-04-26 07:32:31,[content]: 【伊美将举行第三轮间接谈判 伊朗民众：必须维护国家和人民利益】伊朗外交部4月25日称，由伊朗外交部长阿拉格齐率领的伊朗核问题谈判代表团当天抵达阿曼首都马斯喀特。在阿曼的斡旋下，伊朗代表团将在26日与美方团队就伊朗核问题及美国解除对伊朗制裁问题举行第三轮间接谈判。美国与伊朗12日在阿曼马斯喀特举行间接会谈。这是自2018年5月在美国总统特朗普首个总统任期内美国单方面退出伊核协议之后，美伊之间的首次正式谈判。19日，美伊在意大利罗马举行第二轮间接会谈。针对伊朗和美国即将举行的第三轮间接谈判，伊朗民众有何看法？有伊朗民众表示，达成协议比发生战争更好，如果美国能够信守承诺，希望双方能够达成协议。但也有伊朗民众认为，历史经验证明，美国的承诺并不可靠，希望伊朗政府能够保持谨慎，不要陷入美国的圈套。（央视新闻）
[datetime]: 2025-04-26 07:31:15,[content]: 【刚果（金）与卢旺达签署宣言 和平曙光显现】刚果（金）外交部25日发表声明说，刚果（金）和卢旺达当天在美国华盛顿签署原则宣言，以推动实现刚果（金）东部和非洲大湖区和平。声明说，刚果（金）和卢旺达重申尊重彼此主权和领土完整，通过和平方式解决分歧，推动流离失所者自愿、安全返乡，并建立区域经济一体化框架。（新华社）
[datetime]: 2025-04-26 07:30:45,[content]: 美国财政部：财长贝森特周四会见了阿联酋穆巴达拉集团（Mubadala Group）董事总经理兼首席执行官Khaldoon Khalifa Al Mubarak，重申美国与阿联酋之间牢固的投资关系，并表达了深化战略经济联系的兴趣。
[datetime]: 2025-04-26 07:30:45,[content]: 美国财政部：财长贝森特周四会见了阿联酋穆巴达拉集团（Mubadala Group）董事总经理兼首席执行官Khaldoon Khalifa Al Mubarak，重申美国与阿联酋之间牢固的投资关系，并表达了深化战略经济联系的兴趣。
[datetime]: 2025-04-26 07:29:21,[content]: 【全球首只巨灾债券ETF在“疯狂”市场中步履蹒跚】 全球首只基于巨灾债券的交易所交易基金（ETF）在特朗普政府关税战前夕推出，却未能获得预期的种子资金。“我们的一些种子资金投资者正在观望，因为市场动荡让人们不再关注新的资产类别，”负责管理该基金的美国得克萨斯州布鲁克蒙特资本管理有限公司(Brookmont Capital Management LLC)首席投资官鲍威尔(Ethan Powell)表示。“这是一个疯狂的环境……我们现在不想太过强势。”
[datetime]: 2025-04-26 07:29:21,[content]: 【全球首只巨灾债券ETF在“疯狂”市场中步履蹒跚】 全球首只基于巨灾债券的交易所交易基金（ETF）在特朗普政府关税战前夕推出，却未能获得预期的种子资金。“我们的一些种子资金投资者正在观望，因为市场动荡让人们不再关注新的资产类别，”负责管理该基金的美国得克萨斯州布鲁克蒙特资本管理有限公司(Brookmont Capital Management LLC)首席投资官鲍威尔(Ethan Powell)表示。“这是一个疯狂的环境……我们现在不想太过强势。”
[datetime]: 2025-04-26 07:27:00,[content]: 美国财政部：财长贝森特在与韩国官员会面时，对讨论聚焦于“扩大均衡”感到鼓舞，这种“扩大均衡”鼓励而非限制贸易。
[datetime]: 2025-04-26 07:27:00,[content]: 美国财政部：财长贝森特在与韩国官员会面时，对讨论聚焦于“扩大均衡”感到鼓舞，这种“扩大均衡”鼓励而非限制贸易。
[datetime]: 2025-04-26 07:26:52,[content]: 【以军持续空袭加沙 巴武装人员袭击以军】当地时间25日，以色列军队继续空袭加沙地带，造成多人伤亡。巴勒斯坦武装人员当天则在加沙地带南部袭击以军，造成1名以军士兵重伤。据巴勒斯坦媒体报道，以军25日向加沙地带多个地区发动空袭。在加沙地带南部的汗尤尼斯，以军的一次袭击摧毁了当地的一所住宅，目前已造成9人死亡、多人受伤。以军的另一次袭击则击中了汗尤尼斯一处安置流离失所者的帐篷，造成5人死亡，其中包括3名儿童。（央视新闻）
[datetime]: 2025-04-26 07:23:56,[content]: 安哥拉财政部长表示，正在运行压力测试，以评估油价下降对预算的潜在影响。
