stock_code,trade_date,close,macd_dif,macd_dea,macd,kdj_k,kdj_d,kdj_j,rsi_6,rsi_12,rsi_24,boll_upper,boll_mid,boll_lower,cci,turnover_rate,turnover_rate_f,volume_ratio,pe_ttm,pb,ps_ttm,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv,stock_name,area,industry,list_date
600577.SH,20241230,8.1,0.552,0.472,0.16,73.562,73.905,72.875,72.623,70.812,67.05,8.381,7.098,5.816,108.456,14.7411,20.133,1.18,32.13,3.1834,0.8193,2.0767,210867.8674,210867.8674,154394.9555,1708029.7259,1708029.7259,精达股份,安徽,电气设备,20020911
688023.SH,20241230,42.5,-1.844,-0.882,-1.924,9.099,10.843,5.611,16.064,29.568,41.772,57.232,49.238,41.243,-118.585,1.8038,2.513,0.74,,1.8516,2.0626,,10227.2396,10206.5545,7326.0971,434657.683,433778.5663,安恒信息,浙江,软件服务,20191105
600016.SH,20241230,4.19,0.053,0.054,0.0,69.306,57.016,93.885,73.295,65.76,62.139,4.156,4.074,3.991,206.006,0.8726,1.3798,1.59,5.6046,0.3383,1.3472,8.2578,4378241.8502,3546212.3213,2242598.1348,18344833.3523,14858629.6262,民生银行,北京,银行,20001219
600517.SH,20241230,5.74,0.015,0.017,-0.005,59.751,44.785,89.682,57.467,53.655,54.675,5.833,5.714,5.594,52.895,0.2346,1.1502,0.73,19.6979,1.5487,4.3933,1.8118,571843.5744,571843.5744,116657.3593,3282382.1171,3282382.1171,国网英大,上海,多元金融,20031010
002641.SZ,20241230,4.5,-0.042,0.019,-0.123,18.426,17.369,20.539,32.866,40.003,46.921,5.35,4.831,4.312,-80.233,0.7934,1.9735,0.82,23.8063,1.019,0.8232,2.201,122909.3871,113399.4653,45586.9775,553092.242,510297.5939,公元股份,浙江,塑料,20111208
832471.BJ,20241230,12.09,-1.19,-0.844,-0.692,9.332,11.756,4.484,16.11,26.112,39.132,19.717,15.232,10.747,-117.555,3.2728,5.9841,1.28,44.0246,1.8015,1.8918,,8320.0,5303.0607,2900.3643,100588.8,64114.0039,美邦科技,河北,化工原料,20230525
600497.SH,20241230,5.73,-0.059,-0.032,-0.055,19.946,16.686,26.465,33.319,39.024,46.835,6.23,5.909,5.588,-72.414,0.7505,1.2539,0.91,22.9055,1.7649,1.4441,2.4433,509129.1568,509129.1568,304716.8687,2917310.0685,2917310.0685,驰宏锌锗,云南,铅锌,20040420
603496.SH,20241230,27.05,-0.088,-0.271,0.367,63.305,55.336,79.244,73.353,61.504,55.1,26.566,25.301,24.037,212.476,10.4599,14.5224,3.09,69.1689,6.1431,7.5059,0.2773,32020.9243,32020.9243,23063.496,866166.0023,866166.0023,恒为科技,上海,IT设备,20170607
300377.SZ,20241230,31.17,0.06,0.761,-1.402,41.771,24.8,75.712,60.102,53.123,56.247,38.877,32.255,25.633,2.09,21.4188,25.1895,1.53,520.4883,7.8925,15.7351,0.1283,75107.508,64428.8979,54784.4271,2341101.0244,2008248.7475,赢时胜,深圳,软件服务,20140127
603160.SH,20241230,83.31,-0.484,-0.119,-0.731,29.89,28.611,32.448,41.321,45.326,50.128,90.065,85.151,80.237,-66.591,1.4832,2.6975,0.97,63.554,4.5285,8.6099,0.2153,45826.578,45826.578,25196.9404,3817812.2132,3817812.2132,汇顶科技,深圳,半导体,20161017
834261.BJ,20241230,9.84,-0.334,-0.214,-0.24,10.878,14.39,3.854,21.803,34.147,45.04,12.115,10.68,9.246,-97.928,0.5341,0.8106,0.89,18.9912,1.9423,0.4276,,29113.2748,17099.1726,11267.4683,286474.624,168255.8584,一诺威,山东,化工原料,20230403
300731.SZ,20241230,22.6,0.369,0.597,-0.457,30.365,39.227,12.64,41.219,47.515,51.373,25.533,23.55,21.568,-122.347,5.0527,6.7852,0.63,113.4039,4.7296,3.5964,0.4425,12643.1804,12015.8039,8947.6634,285735.877,271557.1681,科创新源,深圳,橡胶,20171208
300864.SZ,20241230,21.35,-0.321,-0.193,-0.256,25.312,21.335,33.266,39.608,41.165,46.024,23.574,22.189,20.804,-78.245,0.4182,1.6275,0.76,19.8324,2.6155,4.0989,3.7124,15648.8669,15648.8669,4020.8669,334103.3083,334103.3083,南大环境,江苏,环境保护,20200824
002752.SZ,20241230,6.49,0.179,0.202,-0.045,42.76,35.089,58.102,56.553,56.368,57.361,7.143,6.254,5.366,9.554,2.9015,8.0207,0.77,15.8,1.908,0.9165,1.5408,97691.8468,97676.8468,35335.1595,634020.0857,633922.7357,昇兴股份,福建,广告包装,20150422
603615.SH,20241230,22.46,0.554,0.449,0.209,61.717,64.96,55.231,53.286,55.157,56.211,23.848,21.552,19.255,38.066,1.3769,3.8249,0.59,,4.6773,9.3376,0.2226,24182.0,24182.0,8705.4385,543127.72,543127.72,茶花股份,福建,家居用品,20170213
600654.SH,20241230,3.31,-0.112,-0.008,-0.208,7.327,9.686,2.611,20.771,34.263,45.445,4.609,3.891,3.173,-113.299,2.416,3.6499,0.74,135.8932,5.8265,3.2294,,287531.1,229728.0776,152066.1955,951727.941,760399.9369,中安科,湖北,仓储物流,19901219
835640.BJ,20241230,28.9,0.328,0.419,-0.18,50.076,53.311,43.607,47.407,49.514,52.545,32.025,28.835,25.645,12.375,4.5261,11.2988,0.78,84.913,6.3606,7.6333,,18772.8,17553.8985,7031.8536,542533.92,507307.6667,富士达,陕西,通信设备,20200727
002616.SZ,20241230,5.15,0.214,0.193,0.042,54.312,61.931,39.076,44.68,51.703,55.051,5.757,5.071,4.385,11.64,7.6841,13.5378,0.56,22.5996,1.4853,1.0002,1.9417,74196.2607,47022.6507,26690.3607,382110.7426,242166.6511,长青集团,广东,环境保护,20110920
600726.SH,20241230,2.32,-0.003,0.024,-0.053,11.463,20.353,-6.316,34.577,41.96,47.3,2.648,2.463,2.278,-124.871,1.4548,3.8182,0.75,43.0275,4.5178,0.9881,,790733.621,274734.4834,104676.1352,1834502.0007,637384.0015,华电能源,黑龙江,火力发电,19960701
603178.SH,20241230,20.0,-0.358,-0.082,-0.552,12.936,21.953,-5.098,25.538,36.339,43.735,23.48,21.767,20.054,-130.543,1.5139,4.0958,0.63,189.9224,3.7124,3.0806,0.35,23641.1881,23641.1881,8738.2991,472823.762,472823.762,圣龙股份,浙江,汽车配件,20170328
301320.SZ,20241230,15.57,-0.198,-0.056,-0.283,21.016,21.402,20.245,39.818,42.561,46.969,17.607,16.39,15.172,-92.698,4.0565,4.0989,0.79,58.3247,2.6813,3.5966,0.6422,18120.0,6770.0,6700.0,282128.4,105408.9,豪江智能,山东,电气设备,20230609
302132.SZ,20241230,74.15,1.164,0.74,0.848,57.681,61.558,49.928,52.631,53.391,53.758,78.086,71.408,64.731,66.85,4.3296,9.3705,1.03,428.5607,17.5797,26.7112,,59076.0499,59076.0499,27295.9497,4380489.1001,4380489.1001,中航成飞,陕西,电器仪表,20100827
831768.BJ,20241230,7.27,-0.542,-0.266,-0.553,6.548,8.929,1.787,17.843,30.616,42.58,11.239,9.0,6.762,-109.121,4.2175,6.4489,1.02,,1.2415,0.5087,,11097.0,7657.1789,5007.6921,80675.19,55667.6906,拾比佰,广东,家用电器,20210628
600519.SH,20241230,1525.0,4.529,3.533,1.993,48.536,57.399,30.811,49.009,51.327,51.685,1552.753,1518.19,1483.628,45.898,0.2,0.4576,1.26,23.1686,9.223,11.5962,3.5907,125619.78,125619.78,54913.6536,191570164.5,191570164.5,贵州茅台,贵州,白酒,20010827
301258.SZ,20241230,24.22,-0.759,-0.428,-0.662,14.915,14.937,14.872,26.548,32.088,41.495,29.493,26.466,23.439,-95.523,3.422,3.422,1.05,117.6259,1.1728,5.3739,2.477,9167.0,3384.575,3384.575,222024.74,81974.4065,富士莱,江苏,化学制药,20220329
601003.SH,20241230,2.81,-0.067,-0.045,-0.044,17.439,16.314,19.688,30.739,34.906,42.327,3.254,2.988,2.721,-76.514,0.3525,2.0749,0.61,,0.8483,0.0951,,256279.32,256279.32,43538.1917,720144.8892,720144.8892,柳钢股份,广西,普钢,20070227
300818.SZ,20241230,27.91,-0.151,0.099,-0.499,14.784,18.689,6.976,24.058,37.335,47.504,30.561,29.258,27.955,-133.755,1.1009,1.5365,0.95,36.918,2.9137,3.6506,0.7889,15811.472,9882.4528,7081.2103,441298.1835,275819.2576,耐普矿机,江西,专用机械,20200212
603557.SH,20241230,2.48,0.085,0.081,0.007,50.142,59.132,32.163,47.61,54.209,57.521,2.698,2.412,2.126,34.955,3.9353,6.331,1.55,,,5.7417,,53955.3945,53955.3945,33538.3609,133809.3784,133809.3784,ST起步,浙江,服饰,20170818
000554.SZ,20241230,6.01,-0.059,-0.018,-0.081,30.352,25.069,40.917,43.342,43.749,48.385,6.655,6.23,5.804,-48.374,2.2753,2.2753,0.76,44.5873,2.8995,0.829,0.7155,48079.3318,36265.3197,36265.3197,288956.7841,217954.5714,泰山石油,山东,石油贸易,19931215
300276.SZ,20241230,9.6,0.855,1.079,-0.448,43.242,48.305,33.115,39.181,50.562,56.805,12.111,10.262,8.414,-106.038,15.5467,18.7902,0.89,23955.047,6.9592,6.6631,,140104.299,102076.9922,84457.0239,1345001.2704,979939.1251,三丰智能,湖北,专用机械,20111115
002104.SZ,20241230,7.05,-0.112,0.003,-0.229,18.289,21.583,11.7,30.742,38.526,46.646,8.398,7.635,6.873,-97.185,1.8494,1.9684,0.74,44.7486,2.3275,5.011,1.844,70388.0154,59532.0029,55933.8742,496235.5086,419700.6204,恒宝股份,江苏,通信设备,20070110
603858.SH,20241230,16.25,-0.164,-0.097,-0.135,19.914,18.957,21.828,36.501,38.864,44.633,17.38,16.742,16.104,-84.181,0.3152,0.7636,0.85,,1.6103,1.5262,0.7545,110604.2645,110604.2645,45653.9503,1797319.2981,1797319.2981,步长制药,山东,中成药,20161118
002871.SZ,20241230,9.44,-0.134,-0.021,-0.226,31.5,27.166,40.167,41.796,42.615,47.566,10.89,9.966,9.042,-75.076,2.1932,3.4213,0.8,18.5019,2.6694,3.6781,3.6253,21936.8887,12094.2656,7752.7807,207084.2293,114169.8673,伟隆股份,山东,机械基件,20170511
603269.SH,20241230,10.69,0.187,0.182,0.01,62.679,46.971,94.096,63.68,59.313,57.517,11.034,10.219,9.404,75.974,5.9998,8.0688,1.25,26.5804,2.2954,1.4743,2.0045,22053.6977,22053.6977,16398.5293,235754.0284,235754.0284,海鸥股份,江苏,机械基件,20170517
001222.SZ,20241230,15.83,0.264,0.478,-0.428,27.097,23.702,33.887,49.48,51.66,55.23,18.059,16.35,14.642,-43.21,5.3122,7.3138,1.42,21.35,2.3737,2.5376,1.2468,19089.0,7854.5225,5704.8717,302178.87,124337.0912,源飞宠物,浙江,文教休闲,20220818
002122.SZ,20241230,3.62,0.237,0.415,-0.356,16.91,36.755,-22.78,27.201,40.632,48.638,5.757,4.425,3.093,-162.292,12.7502,18.7859,0.74,85.9994,3.0967,8.353,,200047.575,198773.5538,134909.8842,724172.2215,719560.2648,汇洲智能,浙江,机床制造,20070328
601011.SH,20241230,2.74,-0.045,0.023,-0.136,24.817,16.02,42.412,53.96,49.518,51.85,3.469,2.899,2.33,-45.134,5.43,7.8795,1.46,,0.8867,2.2942,,191566.4539,191566.4539,132013.7149,524892.0837,524892.0837,宝泰隆,黑龙江,焦炭加工,20110309
301263.SZ,20241230,15.31,0.185,0.233,-0.096,35.476,34.868,36.69,52.69,54.023,54.945,15.797,15.276,14.754,13.482,1.6723,1.6723,1.01,48.3568,3.6703,8.662,1.9504,42549.75,26297.486,26297.486,651436.6725,402614.5107,泰恩康,广东,医药商业,20220329
300641.SZ,20241230,23.65,0.218,-0.024,0.484,55.525,56.676,53.224,46.106,49.962,50.267,25.686,23.204,20.722,23.761,3.4126,7.8654,0.42,15.5974,5.1755,4.1904,1.7521,53268.2322,53238.6447,23098.9407,1259793.6915,1259093.9472,正丹股份,江苏,化工原料,20170418
688131.SH,20241230,37.03,-0.491,-0.321,-0.339,32.281,20.682,55.479,53.891,48.278,50.789,40.175,37.481,34.787,-43.038,1.2094,2.2837,1.59,51.1808,2.8978,3.6796,,21095.9781,20614.9949,10916.753,781184.069,763373.2611,皓元医药,上海,化学制药,20210608
688030.SH,20241230,16.54,0.026,0.144,-0.236,27.529,29.068,24.452,47.094,48.579,51.617,17.98,16.834,15.688,-70.357,1.7673,3.3379,0.67,,3.0811,3.2905,,18023.2169,18023.2169,9542.4248,298104.0075,298104.0075,山石网科,江苏,软件服务,20190930
600053.SH,20241230,14.56,-0.402,-0.252,-0.3,15.278,12.966,19.901,31.752,36.181,44.036,17.231,15.629,14.027,-91.748,0.8039,3.0367,0.92,1685.4807,2.1809,23.4571,,43354.08,43354.08,11476.495,631235.4048,631235.4048,九鼎投资,江西,多元金融,19970418
001391.SZ,20241230,9.3,0.0,0.0,0.0,,,,,,,,,,,73.0873,73.0873,,69.279,4.6152,5.781,,1201070.4725,83894.3942,83894.3942,11169955.3943,780217.8661,国货航,北京,仓储物流,20241230
600055.SH,20241230,15.28,-0.306,-0.08,-0.451,9.075,9.563,8.1,18.97,31.682,44.563,18.356,16.61,14.865,-104.312,0.6349,0.8954,0.73,58.3568,5.4882,7.6517,0.8508,70306.1058,54081.6199,38348.1077,1074277.2966,826367.1521,万东医疗,北京,医疗保健,19970519
002245.SZ,20241230,11.09,0.103,0.084,0.038,58.037,49.434,75.244,72.576,59.665,57.493,11.591,10.741,9.892,124.26,7.2519,8.4456,1.01,39.9865,1.8969,2.0074,0.1353,115204.6537,108726.1252,93359.6774,1277619.6095,1205772.7285,蔚蓝锂芯,江苏,电气设备,20080605
603729.SH,20241230,15.3,-0.488,0.024,-1.023,13.085,16.113,7.028,27.343,35.867,44.301,21.053,17.943,14.833,-98.752,4.8924,6.972,0.65,,3.9035,3.9182,,9333.8,9333.8,6549.77,142807.14,142807.14,龙韵股份,上海,广告包装,20150324
600060.SH,20241230,20.13,0.128,0.129,-0.001,28.725,46.563,-6.951,39.934,46.893,49.708,21.63,20.213,18.796,-77.206,0.852,1.6077,0.81,14.7751,1.3994,0.4773,4.0018,130497.2254,129509.4388,68629.5186,2626909.1473,2607025.003,海信视像,山东,家用电器,19970422
300324.SZ,20241230,3.51,-0.086,-0.003,-0.165,12.25,19.289,-1.828,27.843,36.712,45.267,4.556,4.026,3.496,-128.308,3.5689,3.9106,0.66,,2.0178,2.2607,,172759.0595,170816.9456,155890.8292,606384.2988,599567.4791,旋极信息,北京,软件服务,20120608
688111.SH,20241230,295.4,1.811,4.725,-5.827,32.584,28.624,40.505,42.452,47.058,51.805,328.817,305.116,281.414,-68.023,0.9536,2.2745,0.8,93.3048,12.7639,27.8132,,46252.5643,46252.5643,19392.6818,13663007.4942,13663007.4942,金山办公,北京,软件服务,20191118
300985.SZ,20241230,18.06,-0.464,-0.302,-0.324,21.336,18.714,26.578,31.768,36.138,43.76,21.111,19.304,17.498,-89.768,0.637,2.3427,0.72,36.8942,2.7795,2.1022,1.5788,18651.248,18651.248,5071.248,336841.5389,336841.5389,致远新能,吉林,汽车配件,20210429
000883.SZ,20241230,5.06,0.014,0.014,0.001,36.982,35.201,40.545,55.47,53.471,52.017,5.131,5.028,4.925,26.618,0.2819,1.0742,0.64,13.2009,0.9595,1.6749,1.7787,650091.5424,647975.6454,170066.4348,3289463.2045,3278756.7657,湖北能源,湖北,水力发电,19980519
839493.BJ,20241230,66.36,-0.49,-0.45,-0.081,43.498,44.916,40.661,51.989,50.012,51.197,71.328,65.756,60.185,20.038,10.5776,12.7139,1.5,,11.1467,6.4764,,5823.0,3243.5568,2698.5568,386414.28,215242.4292,并行科技,北京,软件服务,20231101
600233.SH,20241230,14.38,-0.245,-0.329,0.168,59.728,51.056,77.073,43.698,41.612,41.718,14.8,14.467,14.134,10.934,0.4415,0.9908,1.01,12.4051,1.62,0.7473,2.4151,344539.3737,344539.3737,153539.8125,4954476.1938,4954476.1938,圆通速递,辽宁,仓储物流,20000608
832522.BJ,20241230,53.26,1.536,1.549,-0.026,62.856,61.584,65.402,53.517,53.735,56.209,57.013,51.17,45.327,81.138,4.0192,5.4838,0.61,37.6367,5.8471,5.4982,,11204.4,9162.63,6715.59,596746.344,488001.6738,纳科诺尔,河北,专用机械,20231116
600667.SH,20241230,7.35,-0.062,-0.04,-0.045,21.411,25.381,13.471,42.175,44.553,49.112,7.88,7.552,7.224,-76.384,1.4749,2.2107,0.55,23.2399,1.8692,0.4122,1.4286,210619.0178,210619.0178,140516.371,1548049.7808,1548049.7808,太极实业,江苏,半导体,19930728
300242.SZ,20241230,4.22,-0.12,0.118,-0.478,8.963,15.466,-4.041,17.919,33.572,44.725,6.809,5.411,4.012,-110.372,6.7996,8.6596,0.7,,7.3864,2.1994,,63455.5224,62957.6622,49435.0722,267782.3045,265681.3345,佳云科技,广东,互联网,20110712
301487.SZ,20241230,24.05,-0.641,-0.15,-0.982,13.076,13.77,11.687,32.567,38.855,46.328,30.035,26.542,23.05,-101.601,3.1435,5.1186,0.75,1244.2898,5.6305,5.8257,0.104,45961.6438,27279.4004,16753.5494,1105377.5334,656069.5796,盟固利,天津,化工原料,20230809
688327.SH,20241230,12.36,-0.008,0.218,-0.451,13.578,18.734,3.266,29.633,40.577,47.795,15.496,13.692,11.889,-125.004,3.4943,3.4943,0.89,,10.0161,25.1921,,103693.8787,75200.886,75200.886,1281656.3407,929482.951,云从科技-UW,广东,软件服务,20220527
600185.SH,20241230,7.18,0.0,0.164,-0.329,20.341,32.708,-4.393,32.104,39.904,47.436,8.883,7.987,7.091,-130.895,2.0889,3.7946,0.57,,2.924,3.0379,,188500.5795,188500.5795,103766.6015,1353434.1608,1353434.1608,格力地产,广东,区域地产,19990611
002422.SZ,20241230,30.32,-0.552,-0.401,-0.302,21.641,18.089,28.746,32.251,37.813,44.128,34.871,31.856,28.841,-54.93,0.9384,1.1261,0.86,16.384,2.1931,2.1581,3.4729,160149.7373,130876.9581,109060.7943,4855740.0349,3968189.3696,科伦药业,四川,化学制药,20100603
600031.SH,20241230,16.68,-0.24,-0.293,0.106,68.994,50.039,106.905,57.712,46.731,45.888,17.179,16.656,16.134,41.132,0.4945,0.7281,0.88,26.4332,1.9935,1.8701,1.3173,847497.8037,846421.5837,574828.7063,14136263.3657,14118312.0161,三一重工,北京,工程机械,20030703
600689.SH,20241230,10.72,0.25,0.412,-0.324,23.982,31.795,8.357,37.888,46.603,52.473,12.358,11.219,10.08,-99.14,4.7194,7.1798,0.7,158.4507,4.6889,1.9427,,20099.1343,15220.4143,10004.52,215462.7197,163162.8413,上海三毛,上海,综合类,19931108
600171.SH,20241230,42.08,1.173,0.963,0.419,58.652,64.108,47.74,44.875,51.463,54.33,45.978,41.284,36.591,12.719,8.9561,11.9633,0.56,96.5459,7.0153,11.578,0.2376,70892.3303,70892.3303,53072.3303,2983149.259,2983149.259,上海贝岭,上海,半导体,19980924
605339.SH,20241230,17.25,0.005,0.168,-0.326,16.437,20.019,9.272,34.332,42.448,48.624,19.302,18.014,16.727,-93.817,0.3472,2.1685,1.14,28.4234,2.1517,2.3628,0.6403,42429.0616,42429.0616,6792.9284,731901.3126,731901.3126,南侨食品,上海,食品,20210518
600798.SH,20241230,3.04,-0.032,0.003,-0.07,15.364,16.729,12.633,34.541,39.128,45.969,3.45,3.217,2.984,-90.909,0.8845,1.603,0.83,,0.9337,1.63,0.9868,120653.4201,120653.4201,66578.8734,366786.3971,366786.3971,宁波海运,浙江,水运,19970423
600410.SH,20241230,7.48,-0.113,0.168,-0.562,9.774,10.236,8.852,28.088,40.032,49.008,11.051,8.783,6.515,-101.606,5.0764,5.0764,0.54,,2.0073,1.9246,,109649.4683,109649.4683,109649.4683,820178.0229,820178.0229,华胜天成,北京,软件服务,20040427
600098.SH,20241230,6.54,-0.004,0.017,-0.042,25.936,25.725,26.358,44.418,46.823,50.462,6.78,6.624,6.469,-59.285,0.3393,1.2688,0.61,13.5117,0.8607,0.4595,3.8232,350630.6868,349874.9964,93553.4843,2293124.6917,2288182.4765,广州发展,广东,火力发电,19970718
688711.SH,20241230,18.55,-0.204,-0.084,-0.24,27.308,30.257,21.412,34.429,41.367,47.719,20.882,19.582,18.281,-90.931,1.2781,1.5539,0.81,113.8885,3.6365,2.9274,,21288.4185,21288.4185,17510.1147,394900.1632,394900.1632,宏微科技,江苏,半导体,20210901
688156.SH,20241230,14.08,0.099,0.154,-0.111,38.17,36.515,41.481,57.366,54.501,54.1,14.807,13.802,12.798,-27.893,1.8389,2.597,0.84,,1.5966,4.1525,,10071.4157,10071.4157,7131.6427,141805.5331,141805.5331,路德环境,湖北,饲料,20200922
301199.SZ,20241230,31.09,0.377,0.548,-0.342,42.121,31.715,62.933,47.887,50.424,52.654,34.03,31.579,29.129,-43.838,4.9489,6.6358,0.64,60.4623,2.2771,3.8266,0.2252,13334.0,4671.5,3484.0,414554.06,145236.935,迈赫股份,山东,专用机械,20211207
300218.SZ,20241230,15.41,-0.199,-0.11,-0.18,20.054,20.003,20.156,39.763,42.869,46.276,17.119,15.96,14.8,-64.194,1.8111,2.8598,0.99,18.6328,2.4125,1.4104,0.8313,21698.7,21627.6394,13696.7594,334376.967,333281.9232,安利股份,安徽,塑料,20110518
300319.SZ,20241230,13.2,0.258,0.232,0.052,58.012,68.06,37.916,41.632,50.401,53.356,14.182,13.076,11.969,-24.565,3.9299,5.2507,0.53,35.0531,2.6374,3.6376,0.7102,86917.9472,82971.9558,62100.5802,1147316.903,1095229.8166,麦捷科技,深圳,元器件,20120523
603956.SH,20241230,5.39,-0.062,0.045,-0.214,16.171,18.263,11.986,32.979,39.585,45.758,6.716,5.974,5.232,-99.741,1.0511,2.3041,0.56,,1.6392,1.9311,1.8233,50097.1526,50097.1526,22853.9462,270023.6525,270023.6525,威派格,上海,专用机械,20190222
600400.SH,20241230,2.52,-0.111,-0.031,-0.159,8.391,11.258,2.657,18.673,31.827,42.77,3.551,2.974,2.396,-89.321,1.7826,4.7824,0.94,,2.0437,2.5571,0.792,229657.1852,229137.1852,85408.0243,578736.1067,577425.7067,红豆股份,江苏,服饰,20010108
603701.SH,20241230,14.5,0.167,0.329,-0.325,23.128,35.474,-1.565,31.994,44.247,51.515,16.0,15.186,14.373,-131.152,0.7346,1.4451,0.61,185.7935,4.9184,5.4532,0.1724,26136.1901,26136.1901,13287.0002,378974.7565,378974.7565,德宏股份,浙江,汽车配件,20160412
301046.SZ,20241230,20.73,-0.308,-0.226,-0.164,24.711,24.243,25.647,39.074,41.54,46.299,23.0,21.593,20.186,-77.834,0.7989,1.5069,0.57,40.2633,3.8015,2.9292,1.4472,14969.0764,11313.9514,5998.3014,310308.9538,234538.2125,能辉科技,上海,建筑工程,20210817
300465.SZ,20241230,20.14,1.108,1.238,-0.26,39.757,45.078,29.114,59.537,58.547,58.946,22.439,18.444,14.449,18.761,22.1397,32.2367,1.18,283.3755,14.1775,6.9726,,44374.9357,44374.9357,30476.1301,893711.205,893711.205,高伟达,北京,软件服务,20150528
603181.SH,20241230,11.73,0.144,0.227,-0.166,44.326,49.329,34.32,34.031,45.61,52.606,12.809,12.17,11.531,-101.128,0.3117,0.5643,0.54,18.3843,2.3046,3.124,1.2213,58870.0,58870.0,32520.65,690545.1,690545.1,皇马科技,浙江,化工原料,20170824
002088.SZ,20241230,12.97,0.167,0.197,-0.059,42.337,42.261,42.49,57.987,57.074,56.714,13.253,12.806,12.359,5.717,0.5287,1.4979,0.99,14.9734,2.4129,1.8048,6.1681,51187.7586,50428.1148,17799.2076,663905.229,654052.649,鲁阳节能,山东,矿物制品,20061130
301251.SZ,20241230,38.5,0.896,0.545,0.703,68.103,62.699,78.912,63.156,59.761,56.905,39.206,36.147,33.088,124.405,24.4588,24.4588,0.93,85.8168,3.4627,5.3988,0.3481,13462.176,5392.624,5392.624,518293.776,207616.024,威尔高,江西,元器件,20230906
600977.SH,20241230,11.86,0.019,0.081,-0.124,30.286,28.125,34.609,42.509,47.258,51.788,12.486,12.02,11.554,-59.876,0.614,1.8814,0.97,2888.622,1.9854,5.3498,0.5987,186700.0,186700.0,60931.75,2214262.0,2214262.0,中国电影,北京,影视音像,20160809
600938.SH,20241230,29.5,0.591,0.396,0.389,82.438,77.256,92.804,82.471,73.999,63.031,29.365,27.793,26.221,128.447,1.9715,2.8016,1.03,9.8149,2.0419,3.2173,4.3284,4752995.3984,284185.1853,199987.2876,140213364.2528,8383462.9664,中国海油,北京,石油开采,20220421
832278.BJ,20241230,7.14,-0.533,-0.324,-0.418,10.372,11.799,7.518,6.472,24.39,40.689,10.843,8.764,6.686,-125.583,3.9822,5.409,0.86,52.7802,3.2171,3.8566,,17600.0,7554.8,5562.08,125664.0,53941.272,鹿得医疗,江苏,医疗保健,20200727
830974.BJ,20241230,6.78,-0.507,-0.369,-0.276,12.807,14.863,8.695,27.188,32.01,41.657,9.714,7.944,6.174,-90.719,1.2211,1.4284,0.78,35.4985,1.8001,1.0695,,16380.0,12877.2918,11008.1809,111056.4,87308.0384,凯大催化,浙江,化工原料,20230308
002938.SZ,20241230,37.41,0.876,0.772,0.207,61.448,66.845,50.656,53.553,56.527,55.003,39.025,36.32,33.615,53.018,0.4811,1.7661,0.86,25.3848,2.8515,2.4714,1.3311,231856.0816,230549.4013,62805.2023,8673736.0127,8624853.1026,鹏鼎控股,深圳,元器件,20180918
300683.SZ,20241230,24.12,-0.985,-0.726,-0.518,15.0,12.452,20.096,23.071,31.022,41.326,29.12,26.087,23.053,-87.554,0.6383,1.0629,0.72,,1.2947,5.1349,,13089.4391,12206.4641,7330.2141,315717.2711,294419.9141,海特生物,湖北,生物制药,20170808
600753.SH,20241230,6.41,-0.276,-0.159,-0.234,18.712,16.14,23.856,29.338,34.634,42.645,8.542,7.281,6.019,-88.778,1.3679,2.3841,0.79,,9.2758,2.5398,,23030.7175,23030.7175,13214.5675,147626.8992,147626.8992,庚星股份,福建,商贸代理,19960927
300351.SZ,20241230,19.14,0.266,0.182,0.168,66.499,61.56,76.376,53.951,54.219,54.234,19.94,18.736,17.533,77.267,7.7806,10.6372,0.6,66.4801,3.1,3.9536,0.5209,38791.7117,26188.2492,19155.5707,742473.3619,501243.0897,永贵电器,浙江,运输设备,20120920
300735.SZ,20241230,29.52,-1.213,-1.124,-0.179,21.755,17.429,30.406,40.283,38.669,45.009,33.445,30.87,28.295,-52.163,3.852,8.0673,1.83,73.5657,4.7137,3.1791,0.8469,76746.0689,75728.0526,36158.8866,2265543.9539,2235492.1128,光弘科技,广东,元器件,20171229
300483.SZ,20241230,8.94,-0.289,-0.178,-0.223,12.02,17.015,2.031,31.244,36.64,44.327,10.872,9.766,8.661,-95.135,1.697,2.5125,0.64,,0.9761,1.7525,,26855.4095,25917.7095,17505.5612,240087.3609,231704.3229,首华燃气,上海,石油开采,20150630
600779.SH,20241230,53.53,-0.168,0.457,-1.25,14.687,15.498,13.063,27.948,40.556,51.022,60.138,56.226,52.313,-75.937,0.7017,1.9108,0.87,19.0298,5.2489,5.0644,1.7032,48750.3198,48750.3198,17903.6978,2609604.6189,2609604.6189,水井坊,四川,白酒,19961206
834415.BJ,20241230,15.81,-1.113,-0.975,-0.276,29.756,29.929,29.411,27.227,33.921,43.968,21.43,18.126,14.821,-112.432,5.5626,8.9051,0.99,116.0171,4.2585,11.9915,,14051.1487,10604.1634,6623.9422,222148.6609,167651.8234,恒拓开源,河南,软件服务,20200727
300112.SZ,20241230,9.34,-0.018,0.106,-0.25,33.061,28.057,43.069,42.252,45.629,49.984,11.026,9.928,8.83,-69.686,3.0344,3.4079,0.69,,2.4739,2.447,2.1413,29194.3278,23767.6294,21162.6194,272675.0217,221989.6586,万讯自控,深圳,电器仪表,20100827
